Movie Name,stars,votes,genre,Gross ,popularity,Certification,genre1,genre2,genre3,star1,star2,star3,star4
The Forbidden Kingdom,"Jackie Chan, Jet Li, Michael Angarano, Juana Collignon",108027,"Action, Adventure, Fantasy","52,075,270",4394,PG-13,Action, Adventure, Fantasy,Jackie Chan, Jet Li, Michael Angarano, Juana Collignon
Hostage,"Bruce Willis, Kevin Pollak, Serena Scott Thomas, Jimmy Bennett",112457,"Action, Crime, Drama","34,639,939",4405,R,Action, Crime, Drama,Bruce Willis, Kevin Pollak, Serena Scott Thomas, Jimmy Bennett
Nightbreed,"Craig Sheffer, David Cronenberg, Anne Bobby, Charles Haid",25014,"Action, Fantasy, Horror","8,862,354",-,R,Action, Fantasy, Horror,Craig Sheffer, David Cronenberg, Anne Bobby, Charles Haid
Underworld: Rise of the Lycans,"Rhona Mitra, Michael Sheen, Bill Nighy, Steven Mackintosh",164616,"Action, Fantasy, Thriller","45,802,315",-,R,Action, Fantasy, Thriller,Rhona Mitra, Michael Sheen, Bill Nighy, Steven Mackintosh
Cellular,"Kim Basinger, Chris Evans, Jason Statham, William H. Macy",103567,"Action, Crime, Thriller","32,003,620",-,PG-13,Action, Crime, Thriller,Kim Basinger, Chris Evans, Jason Statham, William H. Macy
The International,"Clive Owen, Naomi Watts, Armin Mueller-Stahl, Ulrich Thomsen",97830,"Action, Crime, Drama","25,450,527",-,R,Action, Crime, Drama,Clive Owen, Naomi Watts, Armin Mueller-Stahl, Ulrich Thomsen
Batman: The Movie,"Adam West, Burt Ward, Lee Meriwether, Cesar Romero",34791,"Action, Adventure, Comedy",,-,PG,Action, Adventure, Comedy,Adam West, Burt Ward, Lee Meriwether, Cesar Romero
Executive Decision,"Kurt Russell, Halle Berry, John Leguizamo, Oliver Platt",60001,"Action, Adventure, Thriller","56,569,216",-,R,Action, Adventure, Thriller,Kurt Russell, Halle Berry, John Leguizamo, Oliver Platt
Space Sweepers,"Song Joong-ki, Kim Tae-ri, Jin Seon-kyu, Hae-Jin Yoo",27420,"Action, Adventure, Drama",,-,TV-MA,Action, Adventure, Drama,Song Joong-ki, Kim Tae-ri, Jin Seon-kyu, Hae-Jin Yoo
Flyboys,"James Franco, Jean Reno, Jennifer Decker, Scott Hazell",43706,"Action, Drama, History","13,082,288",-,PG-13,Action, Drama, History,James Franco, Jean Reno, Jennifer Decker, Scott Hazell
The Four Feathers,"Heath Ledger, Wes Bentley, Kate Hudson, Mohamed Bouich",34983,"Action, Adventure, Drama","18,306,166",-,PG-13,Action, Adventure, Drama,Heath Ledger, Wes Bentley, Kate Hudson, Mohamed Bouich
The Grandmaster,"Tony Leung Chiu-wai, Ziyi Zhang, Jin Zhang, Chang Chen",35756,"Action, Biography, Drama","6,594,959",-,PG-13,Action, Biography, Drama,Tony Leung Chiu-wai, Ziyi Zhang, Jin Zhang, Chang Chen
Heist,"Gene Hackman, Rebecca Pidgeon, Danny DeVito, Delroy Lindo",38306,"Action, Crime, Drama","47,239",-,R,Action, Crime, Drama,Gene Hackman, Rebecca Pidgeon, Danny DeVito, Delroy Lindo
Premium Rush,"Joseph Gordon-Levitt, Michael Shannon, Dania Ramirez, Sean Kennedy",116668,"Action, Crime, Thriller","20,275,446",-,PG-13,Action, Crime, Thriller,Joseph Gordon-Levitt, Michael Shannon, Dania Ramirez, Sean Kennedy
Ladder 49,"Joaquin Phoenix, John Travolta, Jacinda Barrett, Robert Patrick",58757,"Action, Drama, Thriller","74,541,707",-,PG-13,Action, Drama, Thriller,Joaquin Phoenix, John Travolta, Jacinda Barrett, Robert Patrick
Dhoom 2,"Hrithik Roshan, Abhishek Bachchan, Aishwarya Rai Bachchan, Uday Chopra",28563,"Action, Crime, Thriller","2,643,586",-,Not Rated,Action, Crime, Thriller,Hrithik Roshan, Abhishek Bachchan, Aishwarya Rai Bachchan, Uday Chopra
Spartan,"Val Kilmer, Derek Luke, William H. Macy, Tia Texada",32609,"Action, Crime, Drama","4,434,432",-,R,Action, Crime, Drama,Val Kilmer, Derek Luke, William H. Macy, Tia Texada
War,"Hrithik Roshan, Tiger Shroff, Vaani Kapoor, Ashutosh Rana",30040,"Action, Adventure, Thriller",,-,Not Rated,Action, Adventure, Thriller,Hrithik Roshan, Tiger Shroff, Vaani Kapoor, Ashutosh Rana
Taxi 2,"Samy Naceri, Frédéric Diefenthal, Emma Wiklund, Marion Cotillard",57695,"Action, Comedy, Crime","729,844",-,Not Rated,Action, Comedy, Crime,Samy Naceri, Frédéric Diefenthal, Emma Wiklund, Marion Cotillard
District 13: Ultimatum,"Cyril Raffaelli, David Belle, Philippe Torreton, Daniel Duval",45637,"Action, Crime, Thriller","36,136",-,R,Action, Crime, Thriller,Cyril Raffaelli, David Belle, Philippe Torreton, Daniel Duval
Conquest 1453,"Devrim Evin, Ibrahim Celikkol, Dilek Serbest, Cengiz Coskun",58689,"Action, Drama, History","73,882",-,Not Rated,Action, Drama, History,Devrim Evin, Ibrahim Celikkol, Dilek Serbest, Cengiz Coskun
Batman v Superman: Dawn of Justice,"Ben Affleck, Henry Cavill, Amy Adams, Jesse Eisenberg",717278,"Action, Adventure, Sci-Fi","330,360,194",440,PG-13,Action, Adventure, Sci-Fi,Ben Affleck, Henry Cavill, Amy Adams, Jesse Eisenberg
Escape Room,"Taylor Russell, Logan Miller, Jay Ellis, Tyler Labine",133941,"Action, Adventure, Horror","57,005,601",853,PG-13,Action, Adventure, Horror,Taylor Russell, Logan Miller, Jay Ellis, Tyler Labine
Lucy,"Scarlett Johansson, Morgan Freeman, Choi Min-sik, Amr Waked",516292,"Action, Sci-Fi, Thriller","126,663,600",1093,R,Action, Sci-Fi, Thriller,Scarlett Johansson, Morgan Freeman, Choi Min-sik, Amr Waked
Valerian and the City of a Thousand Planets,"Dane DeHaan, Cara Delevingne, Clive Owen, Rihanna",190479,"Action, Adventure, Fantasy","41,189,488",1168,PG-13,Action, Adventure, Fantasy,Dane DeHaan, Cara Delevingne, Clive Owen, Rihanna
Alien³,"Sigourney Weaver, Charles S. Dutton, Charles Dance, Paul McGann",309910,"Action, Horror, Sci-Fi","55,473,600",1315,R,Action, Horror, Sci-Fi,Sigourney Weaver, Charles S. Dutton, Charles Dance, Paul McGann
Greenland,"Gerard Butler, Morena Baccarin, Roger Dale Floyd, Scott Glenn",125672,"Action, Thriller",,1410,PG-13,Action, Thriller,,Gerard Butler, Morena Baccarin, Roger Dale Floyd, Scott Glenn
Godzilla,"Aaron Taylor-Johnson, Elizabeth Olsen, Bryan Cranston, Ken Watanabe",425830,"Action, Adventure, Sci-Fi","200,676,069",1555,PG-13,Action, Adventure, Sci-Fi,Aaron Taylor-Johnson, Elizabeth Olsen, Bryan Cranston, Ken Watanabe
The World Is Not Enough,"Pierce Brosnan, Sophie Marceau, Robert Carlyle, Denise Richards",205790,"Action, Adventure, Thriller","126,943,684",1756,PG-13,Action, Adventure, Thriller,Pierce Brosnan, Sophie Marceau, Robert Carlyle, Denise Richards
The Mummy Returns,"Brendan Fraser, Rachel Weisz, John Hannah, Arnold Vosloo",337302,"Action, Adventure, Fantasy","202,019,785",1783,PG-13,Action, Adventure, Fantasy,Brendan Fraser, Rachel Weisz, John Hannah, Arnold Vosloo
Army of Thieves,"Matthias Schweighöfer, Nathalie Emmanuel, Ruby O. Fee, Stuart Martin",83609,"Action, Comedy, Crime",,1835,TV-MA,Action, Comedy, Crime,Matthias Schweighöfer, Nathalie Emmanuel, Ruby O. Fee, Stuart Martin
The Expendables,"Sylvester Stallone, Jason Statham, Jet Li, Dolph Lundgren",355232,"Action, Adventure, Thriller","103,068,524",1841,R,Action, Adventure, Thriller,Sylvester Stallone, Jason Statham, Jet Li, Dolph Lundgren
Now You See Me 2,"Jesse Eisenberg, Mark Ruffalo, Woody Harrelson, Dave Franco",306946,"Action, Adventure, Comedy","65,075,540",1898,PG-13,Action, Adventure, Comedy,Jesse Eisenberg, Mark Ruffalo, Woody Harrelson, Dave Franco
Tomorrowland,"George Clooney, Britt Robertson, Hugh Laurie, Raffey Cassidy",187268,"Action, Adventure, Family","93,436,322",1972,PG,Action, Adventure, Family,George Clooney, Britt Robertson, Hugh Laurie, Raffey Cassidy
The Punisher,"Thomas Jane, John Travolta, Samantha Mathis, Laura Harring",165698,"Action, Crime, Drama","33,810,189",2057,R,Action, Crime, Drama,Thomas Jane, John Travolta, Samantha Mathis, Laura Harring
Kickboxer,"Jean-Claude Van Damme, Dennis Alexio, Dennis Chan, Michel Qissi",58547,"Action, Sport, Thriller","14,697,005",2059,R,Action, Sport, Thriller,Jean-Claude Van Damme, Dennis Alexio, Dennis Chan, Michel Qissi
Pain & Gain,"Mark Wahlberg, Dwayne Johnson, Anthony Mackie, Tony Shalhoub",224183,"Action, Comedy, Crime","49,875,291",2067,R,Action, Comedy, Crime,Mark Wahlberg, Dwayne Johnson, Anthony Mackie, Tony Shalhoub
The Sum of All Fears,"Ben Affleck, Morgan Freeman, Ian Mongrain, Russell Bobbitt",121368,"Action, Drama, Thriller","118,907,036",2145,PG-13,Action, Drama, Thriller,Ben Affleck, Morgan Freeman, Ian Mongrain, Russell Bobbitt
The Three Musketeers,"Charlie Sheen, Kiefer Sutherland, Chris O'Donnell, Oliver Platt",57356,"Action, Adventure, Romance","53,898,845",2166,PG,Action, Adventure, Romance,Charlie Sheen, Kiefer Sutherland, Chris O'Donnell, Oliver Platt
Predators,"Adrien Brody, Laurence Fishburne, Topher Grace, Alice Braga",238423,"Action, Adventure, Fantasy","52,000,688",2289,R,Action, Adventure, Fantasy,Adrien Brody, Laurence Fishburne, Topher Grace, Alice Braga
Need for Speed,"Aaron Paul, Dominic Cooper, Imogen Poots, Kid Cudi",175229,"Action, Adventure, Crime","43,577,636",2317,PG-13,Action, Adventure, Crime,Aaron Paul, Dominic Cooper, Imogen Poots, Kid Cudi
Last Man Standing,"Bruce Willis, Bruce Dern, William Sanderson, Christopher Walken",59894,"Action, Crime, Drama","17,600,000",2339,R,Action, Crime, Drama,Bruce Willis, Bruce Dern, William Sanderson, Christopher Walken
Angel Has Fallen,"Gerard Butler, Frederick Schmidt, Danny Huston, Rocci Boy Williams",104615,"Action, Thriller","69,030,436",2472,R,Action, Thriller,,Gerard Butler, Frederick Schmidt, Danny Huston, Rocci Boy Williams
Daybreakers,"Ethan Hawke, Willem Dafoe, Sam Neill, Harriet Minto-Day",132310,"Action, Horror, Sci-Fi","30,101,577",2602,R,Action, Horror, Sci-Fi,Ethan Hawke, Willem Dafoe, Sam Neill, Harriet Minto-Day
Rat Race,"Breckin Meyer, Amy Smart, Whoopi Goldberg, Vince Vieluf",120127,"Action, Adventure, Comedy","56,618,055",2632,PG-13,Action, Adventure, Comedy,Breckin Meyer, Amy Smart, Whoopi Goldberg, Vince Vieluf
Hancock,"Will Smith, Charlize Theron, Jason Bateman, Jae Head",498484,"Action, Comedy, Drama","227,946,274",2718,PG-13,Action, Comedy, Drama,Will Smith, Charlize Theron, Jason Bateman, Jae Head
Savages,"Aaron Taylor-Johnson, Taylor Kitsch, Blake Lively, Benicio Del Toro",132709,"Action, Crime, Drama","47,382,068",2798,R,Action, Crime, Drama,Aaron Taylor-Johnson, Taylor Kitsch, Blake Lively, Benicio Del Toro
Riddick,"Vin Diesel, Karl Urban, Katee Sackhoff, Jordi Mollà",173853,"Action, Adventure, Sci-Fi","42,025,135",2799,R,Action, Adventure, Sci-Fi,Vin Diesel, Karl Urban, Katee Sackhoff, Jordi Mollà
Colombiana,"Zoe Saldana, Michael Vartan, Callum Blue, Jordi Mollà",104668,"Action, Drama, Thriller","36,665,854",2897,PG-13,Action, Drama, Thriller,Zoe Saldana, Michael Vartan, Callum Blue, Jordi Mollà
Salt,"Angelina Jolie, Liev Schreiber, Chiwetel Ejiofor, Daniel Olbrychski",323375,"Action, Thriller","118,311,368",2968,PG-13,Action, Thriller,,Angelina Jolie, Liev Schreiber, Chiwetel Ejiofor, Daniel Olbrychski
Revenge,"Matilda Anna Ingrid Lutz, Kevin Janssens, Vincent Colombe, Guillaume Bouchède",46214,"Action, Drama, Horror","102,091",2981,R,Action, Drama, Horror,Matilda Anna Ingrid Lutz, Kevin Janssens, Vincent Colombe, Guillaume Bouchède
Kill List,"Neil Maskell, MyAnna Buring, Harry Simpson, Michael Smiley",43256,"Action, Crime, Horror","26,297",3131,Not Rated,Action, Crime, Horror,Neil Maskell, MyAnna Buring, Harry Simpson, Michael Smiley
Blood Work,"Clint Eastwood, Jeff Daniels, Anjelica Huston, Wanda De Jesus",46595,"Action, Crime, Drama","26,199,517",3140,R,Action, Crime, Drama,Clint Eastwood, Jeff Daniels, Anjelica Huston, Wanda De Jesus
Chaos,"Jason Statham, Ryan Phillippe, Wesley Snipes, Henry Czerny",56448,"Action, Crime, Drama",,3223,R,Action, Crime, Drama,Jason Statham, Ryan Phillippe, Wesley Snipes, Henry Czerny
Monsters vs. Aliens,"Reese Witherspoon, Rainn Wilson, Stephen Colbert, Seth Rogen",170603,"Animation, Action, Adventure","198,351,526",3380,PG,Animation, Action, Adventure,Reese Witherspoon, Rainn Wilson, Stephen Colbert, Seth Rogen
Death Race,"Jason Statham, Joan Allen, Tyrese Gibson, Ian McShane",214755,"Action, Sci-Fi, Thriller","36,316,032",3457,R,Action, Sci-Fi, Thriller,Jason Statham, Joan Allen, Tyrese Gibson, Ian McShane
The Vault,"Freddie Highmore, Astrid Bergès-Frisbey, Sam Riley, Liam Cunningham",28610,"Action, Adventure, Thriller",,3559,R,Action, Adventure, Thriller,Freddie Highmore, Astrid Bergès-Frisbey, Sam Riley, Liam Cunningham
The Lone Ranger,"Johnny Depp, Armie Hammer, William Fichtner, Tom Wilkinson",240347,"Action, Adventure, Western","89,302,115",3570,PG-13,Action, Adventure, Western,Johnny Depp, Armie Hammer, William Fichtner, Tom Wilkinson
From Paris with Love,"John Travolta, Jonathan Rhys Meyers, Kasia Smutniak, Richard Durden",119817,"Action, Crime, Thriller","23,979,741",3633,R,Action, Crime, Thriller,John Travolta, Jonathan Rhys Meyers, Kasia Smutniak, Richard Durden
Behind Enemy Lines,"Gene Hackman, Owen Wilson, Gabriel Macht, Charles Malik Whitfield",109653,"Action, Drama, Thriller","59,068,786",3815,PG-13,Action, Drama, Thriller,Gene Hackman, Owen Wilson, Gabriel Macht, Charles Malik Whitfield
Basic,"John Travolta, Samuel L. Jackson, Connie Nielsen, Tim Daly",64828,"Action, Crime, Drama","26,536,120",3990,R,Action, Crime, Drama,John Travolta, Samuel L. Jackson, Connie Nielsen, Tim Daly
Act of Valor,"Alex Veadov, Roselyn Sanchez, Nestor Serrano, Rorke Denver",70678,"Action, Adventure, Thriller","70,012,847",4193,R,Action, Adventure, Thriller,Alex Veadov, Roselyn Sanchez, Nestor Serrano, Rorke Denver
Tango & Cash,"Sylvester Stallone, Kurt Russell, Teri Hatcher, Jack Palance",110212,"Action, Comedy, Crime","63,408,614",4210,R,Action, Comedy, Crime,Sylvester Stallone, Kurt Russell, Teri Hatcher, Jack Palance
The Purge: Anarchy,"Frank Grillo, Carmen Ejogo, Zach Gilford, Kiele Sanchez",157827,"Action, Horror, Sci-Fi","71,962,800",4345,R,Action, Horror, Sci-Fi,Frank Grillo, Carmen Ejogo, Zach Gilford, Kiele Sanchez
Let's Be Cops,"Jake Johnson, Damon Wayans Jr., Rob Riggle, Nina Dobrev",137791,"Action, Comedy, Crime","82,390,774",4367,R,Action, Comedy, Crime,Jake Johnson, Damon Wayans Jr., Rob Riggle, Nina Dobrev
The Angry Birds Movie 2,"Jason Sudeikis, Josh Gad, Leslie Jones, Bill Hader",32875,"Animation, Action, Adventure","41,657,076",4625,PG,Animation, Action, Adventure,Jason Sudeikis, Josh Gad, Leslie Jones, Bill Hader
Faster,"Dwayne Johnson, Billy Bob Thornton, Maggie Grace, Mauricio Lopez",110314,"Action, Crime, Drama","23,240,020",4747,R,Action, Crime, Drama,Dwayne Johnson, Billy Bob Thornton, Maggie Grace, Mauricio Lopez
DragonHeart,"Dennis Quaid, Sean Connery, Dina Meyer, Pete Postlethwaite",100033,"Action, Adventure, Fantasy","51,367,375",4808,PG-13,Action, Adventure, Fantasy,Dennis Quaid, Sean Connery, Dina Meyer, Pete Postlethwaite
Killer Elite,"Jason Statham, Clive Owen, Robert De Niro, Dominic Purcell",133387,"Action, Crime, Thriller","25,124,986",4816,R,Action, Crime, Thriller,Jason Statham, Clive Owen, Robert De Niro, Dominic Purcell
The Taking of Pelham 123,"Denzel Washington, John Travolta, Luis Guzmán, Victor Gojcaj",203307,"Action, Crime, Thriller","65,452,312",4916,R,Action, Crime, Thriller,Denzel Washington, John Travolta, Luis Guzmán, Victor Gojcaj
The Rover,"Guy Pearce, Robert Pattinson, Scoot McNairy, David Field",50061,"Action, Crime, Drama","1,109,199",-,R,Action, Crime, Drama,Guy Pearce, Robert Pattinson, Scoot McNairy, David Field
Here Comes the Boom,"Kevin James, Salma Hayek, Henry Winkler, Greg Germann",93826,"Action, Comedy, Sport","45,290,318",-,PG,Action, Comedy, Sport,Kevin James, Salma Hayek, Henry Winkler, Greg Germann
Black Death,"Eddie Redmayne, Sean Bean, Carice van Houten, Kimberley Nixon",49989,"Action, Drama, History","22,554",-,R,Action, Drama, History,Eddie Redmayne, Sean Bean, Carice van Houten, Kimberley Nixon
Dead Man Down,"Colin Farrell, Noomi Rapace, Dominic Cooper, Terrence Howard",69304,"Action, Crime, Drama","10,880,926",-,R,Action, Crime, Drama,Colin Farrell, Noomi Rapace, Dominic Cooper, Terrence Howard
The Jackal,"Bruce Willis, Richard Gere, Sidney Poitier, Diane Venora",121130,"Action, Crime, Drama","54,930,280",-,R,Action, Crime, Drama,Bruce Willis, Richard Gere, Sidney Poitier, Diane Venora
Star Trek: Nemesis,"Patrick Stewart, Jonathan Frakes, Brent Spiner, LeVar Burton",82177,"Action, Adventure, Sci-Fi","43,254,409",-,PG-13,Action, Adventure, Sci-Fi,Patrick Stewart, Jonathan Frakes, Brent Spiner, LeVar Burton
Blood Father,"Mel Gibson, Erin Moriarty, Diego Luna, Michael Parks",66342,"Action, Crime, Drama",,-,R,Action, Crime, Drama,Mel Gibson, Erin Moriarty, Diego Luna, Michael Parks
Resident Evil: Degeneration,"Paul Mercier, Alyson Court, Laura Bailey, Roger Craig Smith",32465,"Animation, Action, Horror",,-,R,Animation, Action, Horror,Paul Mercier, Alyson Court, Laura Bailey, Roger Craig Smith
Darkman,"Liam Neeson, Frances McDormand, Colin Friels, Larry Drake",67632,"Action, Sci-Fi, Thriller","33,878,502",-,R,Action, Sci-Fi, Thriller,Liam Neeson, Frances McDormand, Colin Friels, Larry Drake
Batman: The Killing Joke,"Kevin Conroy, Mark Hamill, Tara Strong, Ray Wise",59790,"Animation, Action, Crime","3,775,000",-,R,Animation, Action, Crime,Kevin Conroy, Mark Hamill, Tara Strong, Ray Wise
Star Trek: Insurrection,"Patrick Stewart, Jonathan Frakes, Brent Spiner, LeVar Burton",77809,"Action, Adventure, Sci-Fi","70,117,571",-,PG,Action, Adventure, Sci-Fi,Patrick Stewart, Jonathan Frakes, Brent Spiner, LeVar Burton
Shaft,"Samuel L. Jackson, Jessie T. Usher, Richard Roundtree, Regina Hall",56648,"Action, Comedy, Crime","21,360,215",-,R,Action, Comedy, Crime,Samuel L. Jackson, Jessie T. Usher, Richard Roundtree, Regina Hall
Live by Night,"Ben Affleck, Elle Fanning, Brendan Gleeson, Chris Messina",58814,"Action, Crime, Drama","10,378,555",-,R,Action, Crime, Drama,Ben Affleck, Elle Fanning, Brendan Gleeson, Chris Messina
Just Cause,"Sean Connery, Laurence Fishburne, Kate Capshaw, Blair Underwood",28602,"Action, Crime, Drama","36,853,222",-,R,Action, Crime, Drama,Sean Connery, Laurence Fishburne, Kate Capshaw, Blair Underwood
The Siege,"Denzel Washington, Bruce Willis, Annette Bening, Tony Shalhoub",75776,"Action, Thriller","40,981,289",-,R,Action, Thriller,,Denzel Washington, Bruce Willis, Annette Bening, Tony Shalhoub
How I Live Now,"Saoirse Ronan, Tom Holland, George MacKay, Harley Bird",31398,"Action, Adventure, Drama","60,213",-,R,Action, Adventure, Drama,Saoirse Ronan, Tom Holland, George MacKay, Harley Bird
The Prophecy,"Christopher Walken, Elias Koteas, Virginia Madsen, Eric Stoltz",32313,"Action, Crime, Drama","16,115,878",-,R,Action, Crime, Drama,Christopher Walken, Elias Koteas, Virginia Madsen, Eric Stoltz
Snitch,"Dwayne Johnson, Susan Sarandon, Jon Bernthal, Rafi Gavron",90777,"Action, Drama, Thriller","42,930,462",-,PG-13,Action, Drama, Thriller,Dwayne Johnson, Susan Sarandon, Jon Bernthal, Rafi Gavron
Lock Up,"Sylvester Stallone, Donald Sutherland, John Amos, Sonny Landham",45007,"Action, Crime, Drama","22,099,847",-,R,Action, Crime, Drama,Sylvester Stallone, Donald Sutherland, John Amos, Sonny Landham
Final Fantasy: The Spirits Within,"Alec Baldwin, Steve Buscemi, Ming-Na Wen, Ving Rhames",83262,"Animation, Action, Adventure","32,131,830",-,PG-13,Animation, Action, Adventure,Alec Baldwin, Steve Buscemi, Ming-Na Wen, Ving Rhames
The Omega Man,"Charlton Heston, Anthony Zerbe, Rosalind Cash, Paul Koslo",33016,"Action, Drama, Sci-Fi","8,720,000",-,PG,Action, Drama, Sci-Fi,Charlton Heston, Anthony Zerbe, Rosalind Cash, Paul Koslo
Black and Blue,"Naomie Harris, Tyrese Gibson, Frank Grillo, Mike Colter",25421,"Action, Thriller","22,055,313",-,R,Action, Thriller,,Naomie Harris, Tyrese Gibson, Frank Grillo, Mike Colter
Contraband,"Mark Wahlberg, Giovanni Ribisi, Kate Beckinsale, Robert Wahlberg",124919,"Action, Adventure, Crime","66,528,000",-,R,Action, Adventure, Crime,Mark Wahlberg, Giovanni Ribisi, Kate Beckinsale, Robert Wahlberg
Ned Kelly,"Heath Ledger, Orlando Bloom, Geoffrey Rush, Naomi Watts",27658,"Action, Adventure, Biography","74,864",-,R,Action, Adventure, Biography,Heath Ledger, Orlando Bloom, Geoffrey Rush, Naomi Watts
